lncRNA,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
AC012354.1,1,0,1,4.857980995,0,6.523561956,2.584962501,5.781359714,0,3.700439718,4.700439718,0,5.392317423,5.129283017,0,2.584962501,3.584962501,1,1,2,0,2.584962501,1,0,2.321928095,0,3.906890596,4.392317423,3.807354922,0,0,3.906890596,0,6.087462841,1.584962501,2.807354922,4.247927513,1.584962501,1,1.584962501,2,1.584962501,0,0,2.807354922,7.714245518,3.906890596,1,3,0,2.321928095,0,2.807354922,5.906890596,1,1.584962501,2.321928095,2.321928095,0,3.459431619,0,1,0,2.807354922,1.584962501,0,2,2,0,1,1.584962501,1,0,2.807354922,2.321928095,3,0,1,2.321928095,1,0,0,0,0,0,3.584962501,0,1,3.459431619,1,0,0,5.129283017,0,2.584962501,2.584962501,5.044394119,4.169925001,5.64385619,4.392317423,4.459431619,2.321928095,0,3.906890596,0,6.303780748,2.584962501,0,2.807354922,6.584962501,3.700439718,8.294620749,3,0,0,1,1.584962501,1.584962501,3.169925001,3,0,8.614709844,1,4.459431619,2,6.357552005,2,3.321928095,2.584962501,1.584962501,4.523561956,6.303780748,0,2.807354922,0,4.392317423,0,4.087462841,0,3,4.700439718,5.523561956,2.584962501,2.807354922,0,0,0,4.857980995,1.584962501,1,3,1.584962501,4.754887502,2.807354922,0,0,4.247927513,5.700439718,6.714245518,2.321928095,1.584962501,4.906890596,3,2,5.554588852,3.321928095,1.584962501,3.321928095
LYPLAL1-AS1,9.828136484,6.169925001,2,3.459431619,1.584962501,4.700439718,3.906890596,2.321928095,2,1.584962501,3.169925001,6.584962501,6.569855608,2,2.584962501,3,1.584962501,3.321928095,7.531381461,4.321928095,2.321928095,6.794415866,3,4,4.247927513,2.321928095,3.700439718,2.584962501,4.459431619,3.169925001,3.459431619,3.321928095,1.584962501,3.584962501,4.169925001,1.584962501,5.554588852,3.700439718,4,3.700439718,3.459431619,8.243173983,2,1.584962501,2.321928095,4.523561956,1,3.169925001,3.321928095,1.584962501,2.321928095,2.584962501,5.906890596,3.169925001,3.459431619,2,2.321928095,4.584962501,3.807354922,4.321928095,3.169925001,2,6.409390936,4.807354922,3.807354922,4.169925001,4.584962501,1,8.897845456,2.807354922,7.033423002,3.459431619,1.584962501,4.321928095,5.832890014,4.247927513,3.321928095,4,4.523561956,3.906890596,1,2.584962501,6.599912842,3.584962501,1.584962501,4.700439718,5.209453366,5.930737338,2.807354922,8.30833903,8.303780748,1.584962501,3.459431619,5.087462841,4.523561956,3.321928095,3.906890596,9.727920455,2.321928095,1.584962501,3.906890596,2,0,2,2.584962501,2.584962501,1,2.584962501,5.727920455,4.087462841,1,1.584962501,2.584962501,0,1,3.169925001,2.321928095,0,4,3,4.584962501,3.906890596,3.906890596,8.632995197,3.321928095,8.113742166,2,5.832890014,6.523561956,1.584962501,6.554588852,2.807354922,4.584962501,5,3,0,4.807354922,5.64385619,2,6.266786541,3.584962501,2.584962501,6.906890596,3.906890596,3.906890596,4.247927513,3.700439718,3.700439718,0,1,8.707359132,3.169925001,2.807354922,8.632995197,4.247927513,2,3,5.64385619,4.169925001,6.614709844,1,4.754887502,6.06608919,6.857980995,5.459431619,3.584962501,2.584962501,6.108524457
AL122008.3,4.754887502,1.584962501,2.321928095,4.459431619,0,6.658211483,0,4.169925001,0,9.357552005,5.247927513,3.169925001,4.247927513,5,1,2,5.285402219,2,4.807354922,2,0,2.584962501,0,0,1.584962501,2,3.321928095,1,3.584962501,0,0,3.169925001,0,5.357552005,2,3.459431619,5.426264755,1,2.807354922,1,3.700439718,3.584962501,1.584962501,0,1,7.577428828,5.392317423,0,4.169925001,1,2,0,4.584962501,3,0,2.584962501,1,2,2,2,1.584962501,2,4.247927513,4.321928095,1.584962501,2,3,1,3.169925001,2,2.584962501,3.169925001,1.584962501,2.584962501,1.584962501,3.459431619,2,0,0,1,9.22881869,0,0,1,0,2,0,3.584962501,0,2.584962501,2.584962501,1,2.807354922,1,2.807354922,3.807354922,3.584962501,1,4.247927513,4.087462841,2.807354922,0,0,3.321928095,1.584962501,3.807354922,2.807354922,0,4.247927513,6.727920455,7.523561956,9.985841937,4.392317423,0,0,1.584962501,1,7.8008999,2.321928095,0,0,5.321928095,1.584962501,4.807354922,2.584962501,4.95419631,2.584962501,3.321928095,3.807354922,0,3.321928095,6.087462841,0,1.584962501,2.584962501,3.321928095,0,3,3.169925001,2.584962501,3.584962501,4.95419631,4.087462841,2,1,2.807354922,2.321928095,3.906890596,2.321928095,2.807354922,4.087462841,2.584962501,4.807354922,2.321928095,3,2,4.321928095,3.459431619,6.50779464,3.169925001,0,4.247927513,3.807354922,4.087462841,2,3.906890596,0,1.584962501
CYMP-AS1,1,2,1,1,3.906890596,0,2.321928095,2.584962501,3.169925001,0,1,2,4.700439718,0,8.845490051,3.459431619,0,2,3.807354922,5.554588852,2.321928095,0,3.459431619,1.584962501,2.807354922,0,3.700439718,3,0,1,1.584962501,2.807354922,0,1,0,0,1,0,2.807354922,3,2.584962501,0,2.807354922,2,4.95419631,2.321928095,0,0,0,0,4.321928095,1,0,3.584962501,0,3.906890596,0,5.523561956,0,1.584962501,1,4.64385619,2,5.614709844,4.459431619,2,3.906890596,4,0,7.754887502,2.584962501,3.807354922,2,0,2.321928095,2.321928095,0,0,1,2.807354922,0,3,0,6.700439718,5.247927513,0,0,0,4.754887502,1.584962501,1,3.321928095,4.169925001,2.584962501,3.906890596,3,1.584962501,2.321928095,0,5.247927513,5.523561956,0,3.169925001,2.807354922,3.169925001,0,4.754887502,1,1,0,0,0,0,0,1.584962501,1.584962501,0,1,6.988684687,0,0,4.584962501,4.392317423,2.321928095,3.700439718,1,4.807354922,5.95419631,0,5,0,0,3.807354922,3.807354922,3.321928095,0,2.321928095,0,0,3.321928095,3.169925001,3.321928095,0,0,3.169925001,0,0,3,2,4.64385619,5.930737338,2.321928095,0,0,2.321928095,5.087462841,1.584962501,3.807354922,1.584962501,3.459431619,8.741466986,5.247927513,1.584962501,5.491853096,2.584962501,2,1,0
LINC01115,1.584962501,0,0,0,1,5.209453366,3.584962501,6,0,0,1,3,2.807354922,1,0,2,9.079484784,2.584962501,4.392317423,0,0,0,0,0,3.700439718,0,1.584962501,1,3.807354922,3.584962501,3.459431619,0,0,4.169925001,1.584962501,0,0,1,4.857980995,1,0,2.584962501,0,1.584962501,4.321928095,5.392317423,0,0,0,1,0,2.321928095,2.807354922,0,1.584962501,0,0,0,0,0,1,2.584962501,4.807354922,2.807354922,1,1,0,1,0,0,1.584962501,8.164906927,0,1.584962501,2,3.906890596,1,0,1.584962501,6.409390936,0,4.754887502,0,0,0,1.584962501,2,2.807354922,0,1,3,3.906890596,1,1,0,0,1.584962501,2.321928095,1.584962501,3.906890596,1,0,0,2.807354922,0,3.169925001,2,3,2,1,9.025139562,0,2.584962501,0,0,2.321928095,0,1,1,0,1,4.321928095,1,4.459431619,5.754887502,5.930737338,1,3.700439718,3.169925001,0,5.321928095,1,1.584962501,0,2.321928095,0,3.321928095,2,0,4.169925001,2,1.584962501,5.754887502,0,0,0,0,2.321928095,0,0,2,1,1,2,2.321928095,7.199672345,6.087462841,4.584962501,5.247927513,3.169925001,0,1,2,3,0,3.807354922,2,0
SIX3-AS1,1,1,0,5.357552005,0,5.977279923,1,5.209453366,0,0,2.321928095,0,4.392317423,4.523561956,1.584962501,2.321928095,0,1.584962501,0,0,1,1,1,0,0,0,2.807354922,4.459431619,3.459431619,0,0,2.807354922,0,5.807354922,0,2.321928095,3.906890596,1,0,1.584962501,0,2.321928095,0,0,4.64385619,7.022367813,1,0,4,3.700439718,2,0,3,5.459431619,1,1,2,0,0,1,0,0,0,1.584962501,1.584962501,0,3,1,0,3,0,0,1.584962501,3.169925001,3.321928095,2.321928095,2.584962501,0,2.321928095,1.584962501,0,0,1,1,0,2.321928095,0,1,3.459431619,0,1,0,3.906890596,0,2.584962501,1.584962501,4.64385619,3.906890596,5.321928095,3.169925001,4.169925001,2.807354922,2.584962501,3.459431619,0,6.022367813,3.169925001,0,3.321928095,5.781359714,1.584962501,8.618385502,4,2.321928095,0,0,2,1.584962501,1.584962501,4.95419631,1,8.30833903,0,3.321928095,0,6.475733431,2.584962501,3.169925001,2,0,3.321928095,6.375039431,0,4.169925001,0,4.857980995,1.584962501,2.807354922,0,2.807354922,3.807354922,3.906890596,2.321928095,2.321928095,0,0,0,3.459431619,2.321928095,1.584962501,1.584962501,1,4,2,0,0,3,5.727920455,5.727920455,1,1.584962501,4.64385619,1.584962501,1,5.321928095,1.584962501,0,1.584962501
Z98259.3,2.321928095,2.321928095,0,2.807354922,0,0,4.754887502,3.459431619,0,0,0,5,4.64385619,0,0,0,0,2.807354922,2,3.584962501,0,2.807354922,0,0,4.392317423,0,3.169925001,0,2.584962501,1,3,7.044394119,0,0,1,0,4.64385619,0,3.584962501,3,0,4.700439718,1,0,5.459431619,1.584962501,4.321928095,0,1,0,3,0,3.321928095,3.459431619,3.459431619,1,0,1.584962501,0,2.584962501,3.169925001,4.247927513,3.459431619,1,4.857980995,2,1.584962501,0,3.700439718,5.459431619,5.754887502,1.584962501,0,2.807354922,3.906890596,2.321928095,0,3.700439718,2,0,0,1,0,0,0,5.321928095,0,1.584962501,0,5.285402219,2.584962501,0,4.459431619,1,6.584962501,0,4.906890596,2.584962501,1,1.584962501,4.321928095,0,0,3.807354922,0,3.321928095,2.321928095,0,4.754887502,0,0,0,1.584962501,0,0,0,3.700439718,2,3.584962501,0,0,7.139551352,0,5.672425342,2.321928095,1.584962501,4.169925001,5.554588852,5.523561956,0,4.64385619,0,1,0,0,0,2.584962501,3.807354922,1,4.169925001,3.321928095,2.321928095,2.321928095,0,1,2.321928095,4,4.906890596,0,1.584962501,2,2,0,2.321928095,3,0,0,5.044394119,0,3.169925001,2.807354922,4,4.64385619,4.392317423,6.209453366,3,0,1
AC239800.2,3.700439718,3,2,3.459431619,0,2.584962501,2.807354922,2,2.807354922,3.169925001,2.321928095,0,2.321928095,1,6.727920455,4.95419631,4.169925001,3.169925001,4.321928095,2,5.129283017,3.169925001,3.584962501,5.459431619,2,0,1.584962501,0,2.584962501,3.459431619,2,2.321928095,0,1,7.169925001,5.554588852,2.584962501,1,4.754887502,4.523561956,1,2,1,3.321928095,5.426264755,4,4.857980995,1,3.906890596,4,4.459431619,0,3.807354922,3.584962501,3.807354922,3.459431619,4.392317423,3.584962501,6.459431619,4.584962501,4.807354922,5.392317423,3.169925001,5.169925001,5.614709844,3.906890596,3.700439718,7.189824559,3.459431619,5,4.754887502,1,1,2.584962501,0,2.321928095,1,2.807354922,2,3.807354922,0,3.169925001,0,4,0,2.807354922,10.15355203,3.169925001,3.321928095,1.584962501,3,1.584962501,3,5.129283017,5.044394119,4.169925001,3.584962501,6.727920455,6.169925001,1.584962501,4.857980995,2.584962501,6.569855608,5.247927513,2.321928095,4.169925001,3.169925001,3.584962501,4.247927513,5.857980995,1.584962501,0,4.754887502,1,6.339850003,1,3.169925001,0,3.169925001,0,6,6.569855608,1,3,4.906890596,3.169925001,6.357552005,6.022367813,3.906890596,4.584962501,4.087462841,4.087462841,3,3.584962501,5.129283017,2,5.523561956,3,2.321928095,4.584962501,6.942514505,4.247927513,0,2.321928095,4.169925001,1,1,5.832890014,6.247927513,0,5,2.807354922,4.247927513,6.64385619,3.459431619,5.754887502,1.584962501,0,2.584962501,2,4.087462841,3,7.832890014,4.087462841,3.807354922,4.459431619,0,4.459431619
LINC01705,5.584962501,7.357552005,6.882643049,6.475733431,5.285402219,5.321928095,5.754887502,6.209453366,7.129283017,0,5.491853096,6.554588852,2.321928095,3.807354922,7.383704292,7.409390936,0,6.108524457,6.781359714,5.491853096,7.055282436,4.64385619,7.906890596,8.027905997,5.392317423,3,4.584962501,5.754887502,5.426264755,6.06608919,7.169925001,5.807354922,7.781359714,6.189824559,3,6.044394119,5.321928095,6.06608919,5.209453366,6.375039431,8.071462363,5.781359714,4.169925001,5.727920455,5.321928095,4.087462841,1,7.523561956,6.820178962,9.632995197,6.108524457,6.977279923,4.459431619,5.129283017,6.22881869,7.6794801,5.129283017,4.754887502,7.409390936,7.076815597,6.321928095,4.459431619,3.584962501,7.554588852,4.087462841,8.243173983,5.459431619,5.285402219,2.807354922,2.584962501,7.787902559,5.321928095,6.807354922,7.139551352,6.108524457,5.321928095,9.668884984,8.139551352,7.826548487,6.129283017,0,8.194756854,3.700439718,4.64385619,8.409390936,3.169925001,0,6.741466986,2.807354922,5.209453366,5.95419631,7.098032083,5.129283017,6.22881869,4.321928095,7.584962501,3.700439718,6.044394119,5.754887502,6.022367813,4.700439718,7.77478706,0,6.845490051,6.727920455,3.321928095,2.807354922,5.727920455,7.483815777,2.584962501,3.906890596,0,4.700439718,6.392317423,0,6.857980995,5.95419631,0,3,4.700439718,4,2.807354922,4.321928095,4.169925001,5.129283017,5.64385619,4.754887502,5.209453366,3.700439718,5.727920455,6.965784285,5.906890596,5.044394119,5.832890014,5.285402219,7.339850003,6.599912842,4.64385619,3.321928095,8.21916852,6.672425342,5.209453366,5.614709844,7.599912842,5.727920455,8.044394119,6.857980995,5.129283017,4.906890596,3.321928095,6.22881869,5.700439718,6.321928095,5.672425342,3.906890596,2.584962501,8.768184325,3.906890596,3.700439718,5.857980995,7.409390936,5.087462841,5.169925001,4.523561956,6.614709844,4.087462841,4.247927513,6.475733431
AC006369.1,1.584962501,2.584962501,2.321928095,5.285402219,1,8.21916852,2.807354922,5.95419631,1,7.876516947,6.845490051,3.807354922,5.64385619,6.06608919,2.321928095,3,9.859534786,3.584962501,5.209453366,1.584962501,1,3,0,3.169925001,4.169925001,4.584962501,5.459431619,5.832890014,4.459431619,5.285402219,1.584962501,4.807354922,2,8.13442632,2.807354922,0,5.906890596,3.807354922,2.807354922,2,4.321928095,4,2.807354922,2.321928095,4,7.894817763,4.523561956,2.321928095,5.832890014,2,4.459431619,4.169925001,5.614709844,4.087462841,2,3.169925001,2,4.857980995,3.584962501,3.700439718,2.807354922,4.584962501,5.584962501,5,4.459431619,3.459431619,5.129283017,2,2,3.906890596,2.584962501,4.169925001,1.584962501,4.169925001,3.906890596,4.807354922,2.584962501,1.584962501,4.247927513,5.807354922,8.861086906,3.906890596,3.584962501,3.459431619,2.584962501,4,0,4.247927513,3,4.807354922,2.321928095,1,5.357552005,1.584962501,4.807354922,3.807354922,4.247927513,2.807354922,6.303780748,5.977279923,5.247927513,1.584962501,4,5.807354922,1.584962501,6.569855608,3.584962501,3,4.523561956,8.942514505,6.491853096,9.475733431,6.285402219,1.584962501,0,2.807354922,4.087462841,10.41785251,5.044394119,1,2.321928095,7.312882955,3.807354922,5.285402219,1.584962501,4.807354922,4.392317423,4.247927513,5.129283017,3,5.700439718,7.483815777,2.807354922,3.807354922,5.781359714,4.754887502,3.321928095,4.700439718,6.375039431,4.700439718,5.209453366,5.977279923,4.247927513,3.321928095,2,2,3.459431619,4.857980995,3,3.906890596,1,3,6.375039431,3.807354922,5.129283017,2.584962501,5.044394119,5.727920455,7.459431619,3,5,4.95419631,4.459431619,3.906890596,4.087462841,4.906890596,1.584962501,3.321928095
LINC01913,0,2.321928095,3.906890596,1.584962501,1.584962501,0,1.584962501,1.584962501,2.584962501,1.584962501,2.321928095,3.169925001,2,0,2.584962501,1.584962501,1.584962501,1,1,0,1.584962501,2,1.584962501,2.321928095,2.584962501,0,2.584962501,1,0,1,4.754887502,2,2,1,3.906890596,5.087462841,4.459431619,1.584962501,7.21916852,4.906890596,2,1,2.807354922,2,2.321928095,1.584962501,0,0,4.857980995,1.584962501,0,2,1.584962501,1,1,2.584962501,3.321928095,2.584962501,5.129283017,4,2,2,1,3,3,1.584962501,1.584962501,2.584962501,0,3.459431619,1,3,0,5.930737338,2,1,1.584962501,5.129283017,1.584962501,2.584962501,0,5.930737338,2.807354922,1,3.321928095,2,2.584962501,2.584962501,2.584962501,0,5.523561956,0,0,4,2,1.584962501,1.584962501,7.199672345,1,1.584962501,2,2.584962501,12.71360131,2.584962501,4.169925001,2.321928095,2.321928095,3.906890596,3,1,7.741466986,5.754887502,1.584962501,11.41890673,7.807354922,2,3.321928095,0,1.584962501,1.584962501,2.807354922,2.584962501,2.584962501,1,1.584962501,0,3.169925001,1,0,2.321928095,2,0,0,4.64385619,0,0,2.584962501,0,1,4.459431619,3.169925001,2,2,3.459431619,2,2,3.584962501,2,1.584962501,2.321928095,1.584962501,2,0,2.584962501,1.584962501,2,0,3.584962501,2,0,0,0,1.584962501,0,1.584962501,1,2,2
AL691482.3,7.294620749,7.400879436,7.531381461,7.17990909,7.209453366,5.491853096,6.87036472,6.599912842,7.562242424,0,5.64385619,5.882643049,7.876516947,4.247927513,8.566054038,8.900866808,6.409390936,9.312882955,5.554588852,7.321928095,6.129283017,6.06608919,8.076815597,8.108524457,7.658211483,5.426264755,7.118941073,6.658211483,4.321928095,6.044394119,6.539158811,7.794415866,1,4.807354922,10.15608308,8.033423002,4.906890596,6.22881869,6.727920455,7.721099189,2,4.754887502,5.554588852,7.584962501,6.247927513,3.906890596,2.321928095,4.807354922,4.857980995,4.754887502,6.491853096,6.409390936,3.584962501,7.491853096,7.21916852,5.129283017,7.247927513,9.881113961,6.781359714,7.330916878,6.426264755,9.328674927,6.930737338,7.794415866,7.62935662,5.209453366,6.686500527,8.888743249,4.523561956,8.519636253,6.375039431,6.189824559,4.321928095,4.321928095,7.768184325,7.17990909,1,6.442943496,6,6.022367813,1,5.906890596,1,6.64385619,6.303780748,7.434628228,3.700439718,5.857980995,8.243173983,5.882643049,6.409390936,5.95419631,5.727920455,6.857980995,7.988684687,6.189824559,6.189824559,8.027905997,6.392317423,5.977279923,8.139551352,3,7.693486957,7.011227255,10.04712391,7.312882955,5.321928095,5.247927513,4.321928095,2.321928095,4.459431619,2.584962501,3.584962501,3.807354922,5.209453366,8.184875343,5.044394119,1,7.672425342,5.807354922,8.076815597,8.686500527,7.108524457,7.813781191,10.29576893,5.491853096,9.055282436,9.784634846,5.64385619,9.324180547,5.426264755,4.087462841,8.475733431,6.266786541,6.357552005,4.392317423,7.247927513,6.584962501,4.857980995,7.294620749,6.247927513,6.375039431,5.209453366,5.491853096,7.169925001,7.781359714,9.087462841,9.192292814,6.06608919,9.164906927,4.906890596,7.169925001,5.129283017,6.539158811,6.22881869,6.64385619,5.614709844,8.918863237,6.50779464,4.95419631,7.614709844,7.74819285,5.700439718,7.781359714,7.577428828,4.321928095,6.820178962,6.392317423
LINC02474,1.584962501,1.584962501,4.584962501,1,2,0,0,0,1,0,3.700439718,2.807354922,2.321928095,0,3,1,0,1.584962501,1,4.857980995,1.584962501,1.584962501,2,2.584962501,2,3.169925001,2,4.95419631,0,0,2.807354922,1,1.584962501,4.087462841,3.321928095,0,1.584962501,3.169925001,0,1.584962501,3.700439718,0,0,1,2,1.584962501,0,0,1,1.584962501,2.321928095,1.584962501,0,2.584962501,3,4,8.164906927,2.584962501,3,3.169925001,0,1.584962501,0,2.807354922,1.584962501,1,1,1,3.459431619,1,2.321928095,0,4.247927513,8.939579214,1.584962501,1,5.832890014,3.321928095,2,0,0,2,1,1.584962501,2.807354922,1,2.321928095,2,1,5,1.584962501,2,1,2,0,3.321928095,3.459431619,1.584962501,1,0,2.584962501,6.87036472,0,2,3.906890596,3.321928095,0,0,0,0,0,0,0,0,0,3,3.584962501,0,1,0,1,1,1,4.64385619,5.781359714,0,2.584962501,2.321928095,0,1,1,1.584962501,2,3.459431619,3,1,0,1.584962501,0,3.169925001,2.321928095,4,1,0,1.584962501,1,8.714245518,1.584962501,0,5.044394119,2.321928095,3.700439718,3.700439718,0,3.584962501,1,9.011227255,7.918863237,0,4.321928095,0,1,1.584962501,0,1,3.906890596,0,0
AL445205.1,4.087462841,1.584962501,2.321928095,3.584962501,2.321928095,5.087462841,3,5.247927513,0,0,6.044394119,4.169925001,6.475733431,0,2,4.523561956,0,3.321928095,6.614709844,3.459431619,3.169925001,3.169925001,4.392317423,1.584962501,2,1.584962501,5.523561956,2,3.807354922,1,3.321928095,4.857980995,1,4.087462841,6.357552005,0,5.727920455,2,4.392317423,3.584962501,3.700439718,5.672425342,5.807354922,2.584962501,5.044394119,3,3.584962501,2,4.247927513,0,1.584962501,4.247927513,5.727920455,5,2.584962501,1,0,3.700439718,2,2,0,4.169925001,5.044394119,5,2.584962501,3.169925001,2.807354922,0,4.64385619,4.169925001,4.247927513,3.906890596,1,3.700439718,3.807354922,3.807354922,0,0,2.584962501,3.807354922,1,2.584962501,0,2,0,3.807354922,1.584962501,1,0,6.475733431,4.392317423,4.169925001,2,2,5.64385619,3.169925001,4.95419631,3.321928095,4.754887502,4.247927513,4.392317423,1,1.584962501,3.906890596,2.584962501,5.584962501,2.584962501,1,7.894817763,1.584962501,0,0,3.584962501,1.584962501,0,2,1,3.321928095,5.554588852,0,4.64385619,5.285402219,2.321928095,5.321928095,5.64385619,5.321928095,3.169925001,3.459431619,6.672425342,1,5.247927513,1,3.459431619,5,2,0,5.169925001,3.169925001,2.584962501,3.321928095,5.129283017,3,6.321928095,3.700439718,2.584962501,6.832890014,6.189824559,4.169925001,6.108524457,3,3.700439718,3.169925001,1,4.857980995,3.584962501,2.807354922,2,5.614709844,3.169925001,5.523561956,3,5.64385619,4.754887502,4.700439718,4.459431619,4.392317423,2.584962501,4.247927513
AC104459.1,2,1.584962501,0,3.807354922,0,3.321928095,2.584962501,0,0,0,2,1.584962501,1,3.459431619,0,1,0,1,0,0,4.459431619,0,1.584962501,3.906890596,2.807354922,0,0,2,3.584962501,2.321928095,2,1,0,0,5.977279923,4.169925001,3.321928095,0,3.906890596,4.247927513,0,1,0,1.584962501,5.700439718,3.459431619,1.584962501,0,4.459431619,1,0,4.087462841,3.906890596,4,5.169925001,4.523561956,5.044394119,1.584962501,0,4.169925001,0,2.321928095,1,4.392317423,5.584962501,2.807354922,3.321928095,0,0,0,0,0,3.321928095,0,4.64385619,3.807354922,5.087462841,0,0,5.857980995,0,1,0,0,4.807354922,0,0,3.321928095,0,0,0,5.523561956,0,1,1,0,5.247927513,3,0,0,1,4.169925001,6.209453366,4.523561956,1,0,1,0,1,2,1.584962501,0,1,5.459431619,5.727920455,3.459431619,0,0,1,0,0,3,1,1,4,1,1,1,0,0,3.700439718,0,3.459431619,1,2.584962501,3.459431619,0,1,0,2,1,0,0,0,0,5.087462841,0,2.321928095,0,0,1.584962501,0,1.584962501,4.906890596,0,0,0,5.426264755,1.584962501,1,2.321928095,0,1,2.807354922,1,1,3.321928095,0
