mRNA,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
HOXA13,8.703903573,8.599912842,7.936637939,9.221587121,6.584962501,1.584962501,5.781359714,4.584962501,2,0,8.764871591,1,2.321928095,1,2.321928095,9.344295908,1,8.558420713,8.672425342,8.344295908,8.77807713,0,4.523561956,7.977279923,8.965784285,6.247927513,8.238404739,8.682994584,9.691743519,5.209453366,6.918863237,7.139551352,0,8.033423002,8.038918989,10.20212382,7.577428828,1.584962501,8.962896005,10.11374217,6.794415866,2.807354922,9.415741768,6.942514505,9.707359132,0,0,3.169925001,8.82336724,8.044394119,3.321928095,8.939579214,6.658211483,8.388017285,8.076815597,9.83447105,8.839203788,9.698704667,8.189824559,5.64385619,11.32418055,9.353146825,3,9.469641817,10.01680829,5.754887502,4.64385619,8.027905997,4.523561956,0,8.77478706,10.61378946,3.807354922,0,10.43045255,4.392317423,7.87036472,0,2,9.250298418,0,2.807354922,5.087462841,8.005624549,11.16553514,7.62935662,9.388017285,9.751544059,9.459431619,6.392317423,5.64385619,10.04984855,7.011227255,7.754887502,1,6.857980995,10.32979634,7.357552005,0,7.442943496,3.584962501,0,4.584962501,8.388017285,9.884170519,8.900866808,6.475733431,8.076815597,7.531381461,1,1,0,0,8.479780264,2,6.918863237,10.14974712,1,7.864186145,10.96506276,2.321928095,9.299208018,7.417852515,6.930737338,8.581200582,2.321928095,8.321928095,8.011227255,3.807354922,4,8.312882955,6.965784285,6.357552005,6.426264755,5.459431619,5.392317423,7.554588852,5.523561956,5.247927513,11.96650545,6.303780748,0,7.266786541,9.381542951,4.459431619,0,1,8.625708843,6.426264755,11.92518352,3,9.11113567,2,0,6.14974712,8.299208018,5.781359714,6.108524457,6.614709844,6.375039431,7.864186145,8.344295908,1,7.303780748,5.807354922,5.392317423,7.375039431,8.011227255
MUCL3,12.63049466,10.64835758,13.80180938,12.32979634,12.16207657,11.05528244,14.70832952,9.259743264,13.05849915,0,6.569855608,14.03746116,13.52368446,14.46460956,14.80836092,13.44022033,0,12.12767197,13.25782978,11.05663772,15.7016855,5.426264755,13.99585546,13.5024589,12.57553925,7.73470962,8.804131021,13.86079601,10.50680344,12.01122726,12.09407769,10.19475685,9.033423002,12.91793144,11.51766939,3,8.370687407,11.26678654,10.50581155,15.90291678,15.33601833,13.83575437,15.92678243,10.01680829,16.38537374,9.62388149,3.459431619,1,11.54012804,5.285402219,14.49329257,8.584962501,2.807354922,11.67198327,9.942514505,13.84136778,13.89964015,9.609178738,13.12201908,13.44656641,9.37286506,16.43676033,12.22158712,14.47345209,13.45853478,13.38640142,10.47370575,12.8591465,5.247927513,15.574357,13.94909716,15.23631323,12.35259523,12.95092035,13.25753517,11.45789384,8.321928095,13.14879432,11.87958325,8.463524373,0,12.02306125,1,10.87498135,16.84903852,12.63185913,6.285402219,8.906890596,12.47826403,12.95963976,15.39576841,11.93921188,13.33845784,14.47357892,12.18580462,12.75968017,14.52533728,16.25574782,3.700439718,11.26385602,16.52475595,10.46760555,3.169925001,15.28211108,14.06331081,9.776433032,15.15093723,8.807354922,17.59248624,0,0,0,5.614709844,0,2.321928095,8.939579214,10.33203655,5.554588852,14.38532318,9.744833837,11.59851781,12.05460432,13.34332454,10.47167521,14.05078396,12.27641524,11.83209885,14.24458682,9.5980525,13.43879185,9.139551352,7.17990909,15.49744646,14.89850692,10.46250227,3.169925001,13.547015,8.945443836,12.81798293,11.45532722,16.84832952,12.23212108,11.99399979,11.98013958,15.19013332,14.66344692,8.022367813,13.16065931,13.31712993,13.4429435,16.07313738,8.951284715,11.87229011,1,14.44579084,10.28540222,10.12153352,13.20975796,11.22821744,10.14593215,14.87742794,13.82366578,16.97092598,14.29260922,6,11.48280796,10.79116289,12.49460562
PCSK2,7.888743249,8.044394119,7.882643049,12.64160022,5.044394119,13.87929606,9.247927513,11.26795708,2,13.57187113,12.47471995,8.988684687,11.70908381,12.38505349,7.50779464,9.036173613,13.81948059,8.900866808,9.209453366,7.426264755,7.832890014,9.537218401,7.087462841,6.658211483,7.285402219,1.584962501,11.46352437,11.80332392,10.90538701,2.807354922,6,10.28771238,7.592457037,13.57695666,7.832890014,1,12.33678548,7.392317423,9.939579214,8.438791853,11.81016994,9.087462841,6.95419631,5.357552005,9.131856961,15.09708566,16.02106672,3.700439718,12.12476754,8.791162889,10,7.055282436,10.96506276,11.49235395,7.247927513,9.586839788,4.857980995,10.67242534,5.209453366,9.457380879,8.257387843,8.044394119,11.3089078,11.268542,10.8963324,7.312882955,10.87574935,8.741466986,6.768184325,8.174925683,8.994353437,10.80009099,2.807354922,10.52943055,8.647458426,10.85174904,9.659995892,7.942514505,7.768184325,9.262094845,16.86648206,8.344295908,0,8.098032083,6.491853096,10.14974712,3.584962501,9.724513853,9.01402047,11.39392668,5.672425342,1.584962501,10.72877085,7.499845887,9.77807713,9.647458426,11.45840661,7.118941073,12.26766454,12.56176526,11.66711154,5.614709844,6.918863237,11.92925841,4.906890596,12.47395937,10.25856603,3.321928095,11.06137119,17.24941904,12.52233632,16.36082994,11.183015,0,1.584962501,5.044394119,8.968666793,16.59463077,10.52943055,6.727920455,8.413627929,12.45840661,9.074141463,10.5849625,7.011227255,13.26312246,10.357552,9.337621902,10.23959853,1.584962501,11.01680829,13.93801741,7.73470962,6.266786541,9.658211483,10.20579325,6.857980995,10.49385545,11.49735289,9.11113567,11.37395266,12.49485558,11.52698821,9.911391988,4,2.584962501,9.515699838,11.10656294,8.8008999,9.618385502,7.686500527,8.442943496,12.37204883,9.238404739,11.32023645,8.960001932,12.5849625,11.75238065,13.11601899,9.060695932,8.945443836,12.25059451,12.03239017,10.75988818,10.45635442,11.11829223,0,8.233619677
CA9,7.417852515,10.13955135,11.98049664,11.41785251,10.72280753,7.159871337,10.64835758,8.696967526,11.78545247,4.95419631,6.303780748,11.99010396,11.15797845,10.66888498,12.92146906,11.78217919,15.24373185,10.63934071,10.86882255,11.46301341,7.475733431,7.721099189,11.85096815,13.07079181,8.882643049,10.40301202,6.06608919,6.686500527,6.409390936,5,12.92981318,9.5980525,11.03617361,5.321928095,10.02652344,8.84862294,7.06608919,9.409390936,8.082149041,12.66578003,11.45275603,7.977279923,12.31458324,7.8008999,10.15860969,5.700439718,4.906890596,9.390168956,11.19352536,10.16741815,13.35741455,7.888743249,6,11.87805091,13.51459078,11.97369737,4,13.03428313,11.75988818,9.226412193,8.426264755,13.49448062,10.32418055,13.86640962,10.75321675,12.60848586,8.392317423,10.15860969,5.614709844,13.41785251,11.51914479,12.77355135,16.2210584,11.95092035,8.348728154,7.948367232,9.981567282,12.44682484,9.865733271,11.92851838,3.700439718,10.52061868,8.326429487,14.20907254,11.87382857,8.499845887,8.951284715,9.453270634,10.87881728,7.707359132,8.832890014,12.57222651,10.38046107,11.00842862,9.97441459,12.99081308,11.48230378,14.04311275,13.14672776,10.74230944,9.654636029,10.57270023,9.87036472,10.76735685,15.8095923,7.906890596,12.19167615,7.459431619,13.02876942,6.714245518,11.07414146,5.169925001,4.321928095,13.18348031,10.62935662,10.98441846,8.451211112,4.807354922,14.05188866,6.714245518,12.4911015,11.62479546,12.34457332,9.533329732,11.79400965,8.049848549,9.894817763,13.03376711,9.550746785,12.96704609,8.388017285,8.118941073,8.479780264,10.90538701,7.118941073,6.64385619,8.658211483,6.882643049,7.781359714,8.154818109,12.92314175,8.299208018,8.233619677,12.34068465,8.405141463,12.71874691,13.74009696,10.55554777,13.63685116,12.92851838,11.70563239,7.658211483,13.72174005,9.721099189,9.324180547,6.14974712,10.57931594,9.447083226,4.321928095,8.810571635,11.8045344,12.91401133,11.90951811,11.8181827,9.531381461,8.87036472,5.832890014,11.57837269
HOXC11,6.832890014,6.375039431,0,0,7.672425342,1,1,6.442943496,4.321928095,0,6.442943496,2.321928095,1,1,7.845490051,5.554588852,2,7.936637939,5.169925001,8.945443836,4,2,7.238404739,5.977279923,7.826548487,6.491853096,6.491853096,8.744833837,6.820178962,4.754887502,8.011227255,6.108524457,0,4.754887502,9.893301531,1,5.554588852,5.209453366,7.159871337,6.491853096,0,0,9.758223215,6.768184325,6.857980995,0,1,1.584962501,7.266786541,7.95419631,1,7.74819285,2.321928095,6.50779464,8,7.714245518,7.781359714,8.271463028,5.64385619,1,8.499845887,9.002815016,2.321928095,7.700439718,6.62935662,7.348728154,7.257387843,9.63481105,5.64385619,0,5.209453366,6.894817763,4.459431619,0,7.924812504,8.885696373,0,0,3,5.727920455,0,7.118941073,4.392317423,0,9.154818109,4.857980995,5.357552005,7.741466986,9.159871337,5.426264755,6.06608919,8.303780748,5.459431619,0,6.129283017,1,6.491853096,8.169925001,5.781359714,7.330916878,1.584962501,4,7,7.098032083,8.252665432,6.965784285,5.700439718,7.076815597,8.257387843,0,0,1,0,6.087462841,8.891783703,3.321928095,4.169925001,1,7.912889336,6.266786541,5.882643049,7.209453366,0,4.459431619,7.366322214,3.906890596,6.741466986,8.103287808,3.807354922,6.741466986,6.169925001,7.539158811,5.882643049,7.303780748,6.894817763,3,8.87958325,0,0,8.426264755,5.426264755,0,6.022367813,8.353146825,2.584962501,8.339850003,0,8.503825738,5.614709844,7.754887502,1.584962501,4.169925001,1.584962501,8.924812504,5,4.321928095,6.965784285,8.962896005,3.700439718,5.392317423,9.717676423,5.491853096,1.584962501,2.807354922,7.592457037,5.247927513,7.73470962,0
PRSS21,7.95419631,9.64385619,6.965784285,9.411510988,7.761551232,6.95419631,7.622051819,8.199672345,9.764871591,0,7.948367232,3.459431619,6.044394119,3.459431619,11.49585503,7.876516947,1,10.58871464,8.968666793,5.781359714,11.04439412,4.169925001,3.700439718,10.81137469,5.754887502,6.209453366,6.426264755,8.86727874,8.804131021,7.434628228,7.189824559,7.832890014,9.583082768,9.303780748,12.13699111,9.276124405,7.584962501,8.87036472,6.930737338,5.459431619,6.965784285,9.13442632,8.906890596,4.247927513,8.87036472,3.906890596,4.523561956,2.807354922,10.00140819,3.807354922,5.857980995,8.77478706,8.985841937,7.820178962,5.392317423,9.982993575,8.257387843,7.62935662,4.321928095,5.807354922,3.807354922,4.321928095,6.768184325,11.08679969,8.915879379,11.60455323,7.820178962,7.761551232,7.768184325,3.700439718,10.05392588,10.46352437,2,5.672425342,9.73470962,8.87958325,9.087462841,6.06608919,5.977279923,9.398743692,0,6.409390936,4.247927513,5.321928095,3.169925001,8,4,8.22881869,8.873444113,9.11113567,8.413627929,10.71853288,8.988684687,3.906890596,8.022367813,12.215533,10.12282799,5.044394119,3.321928095,4.392317423,4.523561956,9.726218159,5.357552005,9.513727596,9.941047606,7.348728154,11.23900176,8.209453366,9.100662339,2.321928095,0,1.584962501,6.599912842,5.321928095,0,8.592457037,12.41204051,0,5.169925001,10.033423,10.06743436,9.28771238,10.16364968,6.459431619,10.00702727,5.930737338,10.90011206,6,4.459431619,9.726218159,6.832890014,8.611024797,2.321928095,10.42101286,7.348728154,3.459431619,3.321928095,7.977279923,5.209453366,5.523561956,9.842350343,7.832890014,5.930737338,4,8.654636029,11.68562484,5.672425342,9.016808288,3.906890596,4.523561956,9.136991112,7.366322214,7.636624621,5.044394119,5.95419631,10.94104761,3,5.930737338,3,7.400879436,12.57151565,5.584962501,9.049848549,9.47370575,8.434628228,7.426264755,4,8.339850003
TNNT1,6.794415866,9.796039609,11.42678889,9.030667136,11.43983088,6.442943496,8.77148947,2.584962501,5.906890596,2,3.807354922,9.707359132,2.584962501,8.071462363,9.820178962,3.459431619,3,7.14974712,7.636624621,12.2974895,7.87036472,7.199672345,8.060695932,7.033423002,7.098032083,4,6.087462841,1.584962501,9.027905997,5.209453366,9.567956075,6.584962501,10.84705735,8.717676423,8.027905997,5.044394119,3,5.700439718,6.599912842,5.781359714,10.79360331,7.491853096,9.052568051,2,7.686500527,4.169925001,1,9.346513733,10.99576715,10.1959873,10.32305476,2.807354922,7.826548487,5.554588852,7.882643049,8.344295908,6.584962501,6.554588852,9.586839788,3.906890596,8.370687407,5.700439718,5.044394119,11.28077077,7.531381461,9.038918989,4.807354922,5.554588852,5.285402219,3.807354922,5.672425342,8.960001932,9.047123912,10.10328781,6.247927513,7.851749041,9.479780264,6.930737338,6.988684687,5.169925001,4.754887502,8.682994584,8.184875343,8.417852515,9.276124405,6.14974712,6.303780748,8.930737338,9.238404739,6.209453366,5.426264755,4.807354922,7.366322214,9.805743872,6.087462841,11.92666663,10.39660478,2.584962501,10.16616308,8.353146825,7.592457037,10.14082977,3.321928095,7.022367813,8.330916878,2.807354922,9.74819285,6.491853096,8.84862294,6.357552005,4.584962501,2,3.321928095,7.087462841,4.087462841,10.58683979,10.68562484,3.169925001,11.6183855,10.11243951,8.924812504,7.247927513,9.59058705,3.169925001,4.700439718,4.087462841,4.459431619,7.14974712,4,8.098032083,7.475733431,8.108524457,5.584962501,9.544964433,5,3.459431619,7.06608919,8.108524457,10.19475685,10.5980525,6.285402219,3.321928095,5.087462841,4.64385619,8.108524457,10.28771238,6.569855608,4.584962501,5.459431619,10.95710204,9.269126679,8.971543554,11.17554955,5.977279923,4.087462841,5.426264755,9.962896005,5.523561956,2.321928095,5.906890596,9.691743519,6.247927513,5.169925001,7.693486957,8.97441459,5.754887502,4,11.53284291
ALPG,3.459431619,5.930737338,4.523561956,10.20579325,5.977279923,1.584962501,3,4.247927513,5.129283017,0,5.247927513,6.845490051,2,5.247927513,5.285402219,2,1,4.95419631,6.108524457,5,2.584962501,0,10.34096276,4.857980995,2.584962501,5.491853096,6.491853096,4.857980995,8.06608919,10.54689446,6.339850003,4.906890596,2.807354922,2.321928095,13.22926946,6.129283017,3,6.882643049,5.044394119,4.584962501,4.700439718,3.807354922,7.686500527,6.768184325,2.584962501,3.169925001,0,0,4.95419631,3.700439718,6.044394119,12.27117119,0,5.754887502,4.392317423,3.584962501,9.337621902,6.321928095,4.392317423,7.442943496,8.54303182,1,2.584962501,2.584962501,5.209453366,2,4.321928095,6.87036472,6.686500527,1,4.64385619,5.321928095,3,8.675957033,5.209453366,5.95419631,2.584962501,4.321928095,3.584962501,9.982993575,0,4.857980995,1,4.754887502,5.906890596,4.523561956,2,6.266786541,4.523561956,3.700439718,7.483815777,5.807354922,6,3.906890596,3.807354922,2,4.087462841,3.321928095,2.321928095,4.321928095,5,5,6.727920455,5.584962501,7.857980995,7.693486957,3,2.584962501,0,0,0,0,0,9.632995197,2.584962501,7.044394119,4.247927513,0,1,6.339850003,7.8008999,6.129283017,6.714245518,2.584962501,7.011227255,2,3.321928095,3.169925001,0,1.584962501,2,2,3.700439718,5.247927513,2.807354922,4.247927513,7.459431619,1.584962501,4.807354922,8.820178962,3.169925001,1.584962501,2.807354922,13.38464886,5.209453366,2.807354922,7.87036472,6.06608919,3,8.257387843,4.247927513,5.426264755,8.405141463,0,2.584962501,2.321928095,4.64385619,12.64475759,2.584962501,1,7.392317423,2.584962501,5.392317423,8.392317423,0,4.584962501,9.409390936,1
SERPINB4,7.54689446,7.383704292,8.154818109,5.426264755,10.60177079,5.129283017,6.727920455,6.768184325,7.864186145,0,4.247927513,5.129283017,4.584962501,7.321928095,5.807354922,4.700439718,1,5.321928095,2.321928095,11.82057788,7.383704292,3,3.169925001,5.321928095,5.64385619,4.857980995,5,0,2.807354922,2.807354922,10.05663772,3.459431619,3.169925001,6.459431619,6.882643049,5.584962501,2.321928095,8.033423002,5.491853096,8.098032083,5.209453366,5.321928095,4.700439718,1.584962501,2,8.787902559,0,2.807354922,4.247927513,4.754887502,8.344295908,1.584962501,3,4.087462841,7.754887502,7.033423002,3.169925001,7.857980995,6.727920455,4.807354922,5.129283017,3,8.247927513,5.247927513,6.087462841,7.199672345,2.584962501,3.700439718,5.781359714,6.539158811,4.906890596,8.082149041,5.044394119,7.330916878,5.95419631,2.807354922,1,3.807354922,3.807354922,2,0,2.321928095,7.375039431,5.64385619,5.459431619,3.321928095,0,7.06608919,3.169925001,4.087462841,7.845490051,0,3.321928095,2,5.087462841,8.531381461,4.584962501,8.14974712,5.906890596,6,3.807354922,3.906890596,0,4.169925001,8.675957033,5.392317423,6.62935662,6.523561956,2.584962501,0,0,0,4.247927513,0,0,7.46760555,5.584962501,2.321928095,1.584962501,6.857980995,7.451211112,2,3,5.285402219,7.199672345,5.672425342,5.882643049,9.087462841,5.930737338,8.836050355,3,2.584962501,0,3.459431619,5.584962501,8.558420713,4.392317423,5.491853096,0,3.321928095,4.64385619,3.584962501,6.392317423,3.906890596,6.768184325,6.426264755,6.044394119,5.584962501,5.209453366,8.768184325,5.169925001,3.321928095,6.087462841,4.64385619,2.584962501,2.807354922,9.702172685,7.918863237,3.906890596,2.321928095,3,5.459431619,3.321928095,5.044394119,9.084808388,6.700439718,1.584962501,10.44086917
DHRS9,6.95419631,10.83605036,10.19967234,9.513727596,14.48865609,7.948367232,12.93110683,12.15323534,9.50779464,3.169925001,8.535275377,10.1176431,11.62342429,7.8008999,13.30677374,6.357552005,3.584962501,10.17866485,13.10427113,14.01340992,13.51101135,8.784634846,9.592457037,7.357552005,11.37068741,8.661778098,12.77828251,7.622051819,10.29576893,7.055282436,11.65731845,11.18549492,7.257387843,13.6178118,7.321928095,5.247927513,8.797661526,9.997179481,11.22400167,8.82336724,9.449148645,12.35700209,8.957102042,8.573647187,9.991521846,12.53527538,4.459431619,9.209453366,7.787902559,11.07881795,10.89860139,7.033423002,7.95419631,10.23242093,10.44397954,14.71086023,11.82972274,12.17055104,10.53138146,14.51563825,12.05358654,14.75154406,8.103287808,11.04507705,11.32249154,10.12541347,9.259743264,13.4372319,4.459431619,8.033423002,6.918863237,14.70379545,9.792790294,8.758223215,9.199672345,12.06238349,9.584962501,10.62753388,6.06608919,7.636624621,2.807354922,10.39981196,5.584962501,11.76362735,10.65015421,8.781359714,1,12.48532619,13.12751076,10.84862294,11.32474311,6.087462841,9.523561956,8.499845887,10.77148947,8.022367813,12.81977993,5.64385619,4.807354922,13.11877889,7.707359132,12.40620501,9.501837185,13.80705299,12.20151134,11.83011903,14.35273315,10.60455323,6.209453366,6.108524457,3,3.459431619,7.076815597,10.09934781,8.632995197,12.88302507,10.94982671,4.584962501,8.73809226,12.00176003,11.39339046,8.965784285,7.781359714,8.829722735,7.17990909,10.9225844,9.084808388,12.89159386,6.894817763,9.438791853,6.658211483,6.409390936,8.184875343,11.25620869,11.50680344,11.91811785,11.52209107,9.703903573,5.807354922,14.77159263,10.30492167,7,9.310612782,10.78381676,13.45545566,7.257387843,9.929258409,11.56510208,11.88149638,11.88569637,11.11829223,13.01052811,7.707359132,5.357552005,7.199672345,8.535275377,9.48984796,9.164906927,7.139551352,8.098032083,11.40141288,8.826548487,8.098032083,7.159871337,5.781359714,10.42626475,6.942514505,10.48784003
MUC5AC,13.8077574,11.00842862,11.11504365,13.35700209,15.30798343,9.301496195,15.86645792,11.72706956,11.357552,2.584962501,7.400879436,12.71724801,15.51023876,8.682994584,17.23920693,12.68211676,2,13.42862189,13.14370208,9.792790294,17.07303275,9.184875343,12.39633719,16.05286519,14.51156736,9.805743872,14.03780431,14.7432566,10.44501485,10.25029842,13.18580462,13.36645883,6.442943496,14.27975566,9.847057346,13.86399264,8.405141463,11.67242534,13.11536884,13.37978447,11.97978243,12.38720958,16.73556925,9.62935662,15.38208359,11.1091777,5.584962501,10.24555271,9.674192268,14.2583452,14.46320504,7.693486957,9.878050913,14.41151099,14.05579081,15.68526894,8.290018847,13.05256805,14.36843825,17.18737141,14.73153118,17.96803111,13.73640193,14.91779162,14.90909616,13.31274117,12.23810614,15.86836441,10.59152235,17.20899636,13.65362883,13.90067816,10.40726776,5.459431619,14.38478375,11.05663772,7.87036472,14.38201602,4.906890596,10.60917874,0,11.57742883,0,14.03969019,16.61798393,11.28250931,10.74146699,14.14306428,14.92893469,10.31628153,15.41696242,12.68321395,12.64655871,17.69784993,9.292321633,13.16191917,15.03062403,16.07938061,3.169925001,14.58002297,16.02956763,12.99346916,17.63425802,16.4488745,14.3951994,11.38532318,16.02295292,12.43801209,11.23720996,0,1.584962501,2.321928095,3,14.72861144,14.66539144,12.77746081,15.09259199,2.321928095,14.10164745,14.56188457,13.47889599,9.714245518,13.30192482,13.16207657,13.72547277,12.97960382,13.05985141,15.79923102,10.54689446,13.77169579,8.607330314,4.584962501,14.63820963,14.97113936,13.82704492,12.48053778,12.90651484,12.29576893,11.39231742,11.59339112,16.03008515,10.60547952,11.49685378,8.885696373,13.26590801,13.38289417,12.38478375,14.16364968,16.33598345,14.78033471,15.62630794,12.67882018,9.403012024,5.129283017,10.24911345,14.91419824,10.88569637,11.68825031,11.76983784,10.87036472,16.1917147,14.46607646,13.58237724,12.90312868,9.501837185,13.2647358,12.6379833,9.11113567
CARTPT,6.14974712,5.169925001,2.807354922,3.700439718,1,8.566054038,2.584962501,5,2.321928095,5.930737338,7.257387843,5.129283017,7.209453366,0,1,2.321928095,10.88874325,1.584962501,7.14974712,5.044394119,1.584962501,6.754887502,0,5,6.599912842,0,1,4.392317423,7.894817763,1,1.584962501,2.321928095,1,3.321928095,3,0,3,3.169925001,10.01820018,3.321928095,3,4.754887502,5.95419631,7.768184325,1,5.169925001,14.1296855,1,5,2.807354922,2.807354922,0,4.523561956,6.658211483,0,0,2.807354922,1.584962501,1,4.087462841,3.906890596,0,8.988684687,2,4.169925001,2,7.383704292,1,6.741466986,5.491853096,4.807354922,4.321928095,3,2.321928095,6.50779464,9.025139562,1,6.62935662,6.754887502,4.459431619,5.426264755,7.434628228,0,6.285402219,1.584962501,7.592457037,2,3.321928095,1.584962501,8.829722735,6.247927513,0,2.321928095,8.353146825,5.129283017,4.700439718,3,2.807354922,2.321928095,6.022367813,4.321928095,5.129283017,4.392317423,6.523561956,0,3.321928095,4.584962501,0,5.672425342,10.03891899,6.392317423,7.055282436,3.700439718,0,0,4.584962501,0,4.392317423,4.523561956,5.285402219,1,5,0,4.95419631,4.321928095,6.087462841,5.857980995,6.22881869,7.54689446,1.584962501,5,3,3,8.535275377,3.169925001,4.459431619,3.584962501,5.129283017,8.700439718,5.523561956,4.584962501,5.209453366,3.169925001,5.044394119,1,0,2.321928095,3.700439718,1.584962501,5.129283017,4.906890596,3.321928095,2.584962501,3.169925001,5,0,1.584962501,2.807354922,2.584962501,7.022367813,0,3.321928095,5.614709844,8.14974712,5,4.906890596,0,4.64385619
